adjudication_id,card_id,draw_kind,section_id,frame,subject_kind,subject_id,position_source,target_weight,bbox_x1,bbox_y1,bbox_x2,bbox_y2,verdict,certainty,verdict_source,note,overlay_opened_utc,adjudicated_utc
1080p30_18#1080p30_18_d03,1080p30_18,1080p30,,,COMPARATOR_BOX,1080p30_18_d03,,,92.438,357.000,234.938,615.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_18_m00 at IoU 0.914553,,2026-09-11T19:55:20Z
1080p30_18#1080p30_18_d05,1080p30_18,1080p30,,,COMPARATOR_BOX,1080p30_18_d05,,,392.250,198.375,498.750,409.125,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_18_m03 at IoU 0.799667,,2026-09-11T19:55:20Z
1080p30_18#1080p30_18_d04,1080p30_18,1080p30,,,COMPARATOR_BOX,1080p30_18_d04,,,1143.000,492.000,1239.000,771.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_18_m07 at IoU 0.787904,,2026-09-11T19:55:20Z
1080p30_18#1080p30_18_d01,1080p30_18,1080p30,,,COMPARATOR_BOX,1080p30_18_d01,,,1230.000,420.750,1365.000,679.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_18_m06 at IoU 0.757202,,2026-09-11T19:55:20Z
1080p30_18#1080p30_18_d06,1080p30_18,1080p30,,,COMPARATOR_BOX,1080p30_18_d06,,,197.625,212.250,275.625,452.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_18_m01 at IoU 0.700182,,2026-09-11T19:55:20Z
1080p30_18#1080p30_18_d02,1080p30_18,1080p30,,,COMPARATOR_BOX,1080p30_18_d02,,,864.000,192.375,987.000,440.625,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_18_m04 at IoU 0.615692,,2026-09-11T19:55:20Z
1080p30_18#1080p30_18_d00,1080p30_18,1080p30,,,COMPARATOR_BOX,1080p30_18_d00,,,250.875,237.562,433.875,510.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_18_m02 at IoU 0.588078,,2026-09-11T19:55:20Z
1080p30_18#1080p30_18_d07,1080p30_18,1080p30,,,COMPARATOR_BOX,1080p30_18_d07,,,1331.250,225.750,1467.750,453.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_18_m05 at IoU 0.548957,,2026-09-11T19:55:20Z
1080p30_19#1080p30_19_d00,1080p30_19,1080p30,,,COMPARATOR_BOX,1080p30_19_d00,,,903.000,189.000,1152.000,1033.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_19_m00 at IoU 0.699423,,2026-09-11T19:55:20Z
1080p30_19#1080p30_19_d02,1080p30_19,1080p30,,,COMPARATOR_BOX,1080p30_19_d02,,,513.000,445.500,735.000,829.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_19_m01 at IoU 0.619369,,2026-09-11T19:55:20Z
1080p30_19#1080p30_19_d01,1080p30_19,1080p30,,,COMPARATOR_BOX,1080p30_19_d01,,,1134.750,403.500,1341.750,745.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_19_m02 at IoU 0.605975,,2026-09-11T19:55:20Z
1080p30_20#1080p30_20_d01,1080p30_20,1080p30,,,COMPARATOR_BOX,1080p30_20_d01,,,1078.500,535.500,1198.500,827.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_20_m03 at IoU 0.854162,,2026-09-11T19:55:20Z
1080p30_20#1080p30_20_d04,1080p30_20,1080p30,,,COMPARATOR_BOX,1080p30_20_d04,,,674.250,523.500,788.250,829.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_20_m01 at IoU 0.722856,,2026-09-11T19:55:20Z
1080p30_20#1080p30_20_d02,1080p30_20,1080p30,,,COMPARATOR_BOX,1080p30_20_d02,,,892.500,446.250,1042.500,752.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_20_m02 at IoU 0.659848,,2026-09-11T19:55:20Z
1080p30_20#1080p30_20_d00,1080p30_20,1080p30,,,COMPARATOR_BOX,1080p30_20_d00,,,255.000,750.000,453.000,951.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_20_m00 at IoU 0.587969,,2026-09-11T19:55:20Z
1080p30_21#1080p30_21_d01,1080p30_21,1080p30,,,COMPARATOR_BOX,1080p30_21_d01,,,624.000,331.500,765.000,586.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_21_m05 at IoU 0.778393,,2026-09-11T19:55:20Z
1080p30_21#1080p30_21_d05,1080p30_21,1080p30,,,COMPARATOR_BOX,1080p30_21_d05,,,126.188,113.156,233.062,297.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_21_m00 at IoU 0.694193,,2026-09-11T19:55:20Z
1080p30_21#1080p30_21_d13,1080p30_21,1080p30,,,COMPARATOR_BOX,1080p30_21_d13,,,622.500,154.781,717.000,325.875,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_21_m01 at IoU 0.668107,,2026-09-11T19:55:20Z
1080p30_21#1080p30_21_d03,1080p30_21,1080p30,,,COMPARATOR_BOX,1080p30_21_d03,,,379.312,319.125,474.000,529.875,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_21_m04 at IoU 0.654598,,2026-09-11T19:55:20Z
1080p30_21#1080p30_21_d02,1080p30_21,1080p30,,,COMPARATOR_BOX,1080p30_21_d02,,,776.250,552.000,900.750,875.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_21_m06 at IoU 0.616728,,2026-09-11T19:55:20Z
1080p30_21#1080p30_21_d00,1080p30_21,1080p30,,,COMPARATOR_BOX,1080p30_21_d00,,,1521.750,371.250,1617.000,690.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_21_m07 at IoU 0.560135,,2026-09-11T19:55:20Z
1080p30_21#1080p30_21_d12,1080p30_21,1080p30,,,COMPARATOR_BOX,1080p30_21_d12,,,783.000,198.750,912.000,430.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_21_m03 at IoU 0.532852,,2026-09-11T19:55:20Z
1080p30_22#1080p30_22_d08,1080p30_22,1080p30,,,COMPARATOR_BOX,1080p30_22_d08,,,696.750,0.000,974.250,69.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_22_m08 at IoU 0.872202,,2026-09-11T19:55:20Z
1080p30_22#1080p30_22_d01,1080p30_22,1080p30,,,COMPARATOR_BOX,1080p30_22_d01,,,961.500,107.250,1465.500,894.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_22_m02 at IoU 0.776092,,2026-09-11T19:55:20Z
1080p30_22#1080p30_22_d07,1080p30_22,1080p30,,,COMPARATOR_BOX,1080p30_22_d07,,,2.062,186.375,311.812,703.875,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_22_m04 at IoU 0.666049,,2026-09-11T19:55:20Z
1080p30_22#1080p30_22_d02,1080p30_22,1080p30,,,COMPARATOR_BOX,1080p30_22_d02,,,688.875,163.688,1096.500,889.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_22_m01 at IoU 0.627272,,2026-09-11T19:55:20Z
1080p30_22#1080p30_22_d04,1080p30_22,1080p30,,,COMPARATOR_BOX,1080p30_22_d04,,,1403.250,86.438,1920.000,645.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_22_m03 at IoU 0.571005,,2026-09-11T19:55:20Z
1080p30_23#1080p30_23_d05,1080p30_23,1080p30,,,COMPARATOR_BOX,1080p30_23_d05,,,1270.500,647.625,1429.500,837.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_23_m03 at IoU 0.527661,,2026-09-11T19:55:20Z
1080p30_24#1080p30_24_d01,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d01,,,1181.250,496.500,1362.750,789.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_24_m03 at IoU 0.684675,,2026-09-11T19:55:20Z
1080p30_24#1080p30_24_d03,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d03,,,739.875,233.438,916.500,501.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_24_m00 at IoU 0.627973,,2026-09-11T19:55:20Z
1080p30_25#1080p30_25_d01,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d01,,,662.250,465.750,778.500,762.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_25_m03 at IoU 0.907226,,2026-09-11T19:55:20Z
1080p30_25#1080p30_25_d02,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d02,,,441.750,313.875,556.500,529.125,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_25_m00 at IoU 0.78481,,2026-09-11T19:55:20Z
1080p30_25#1080p30_25_d04,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d04,,,1092.000,411.000,1206.000,612.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_25_m05 at IoU 0.712541,,2026-09-11T19:55:20Z
1080p30_25#1080p30_25_d06,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d06,,,1327.500,550.500,1510.500,795.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_25_m08 at IoU 0.59628,,2026-09-11T19:55:20Z
1080p30_25#1080p30_25_d03,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d03,,,642.000,282.375,802.500,475.125,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_25_m01 at IoU 0.526371,,2026-09-11T19:55:20Z
1080p30_25#1080p30_25_d11,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d11,,,28.219,103.500,120.750,172.312,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_25_m09 at IoU 0.504876,,2026-09-11T19:55:20Z
1080p30_25#1080p30_25_d05,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d05,,,315.750,552.000,510.750,886.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_25_m06 at IoU 0.501384,,2026-09-11T19:55:20Z
1080p30_26#1080p30_26_d09,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d09,,,758.250,996.750,819.750,1079.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_26_m04 at IoU 0.727901,,2026-09-11T19:55:20Z
1080p30_26#1080p30_26_d07,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d07,,,500.250,1020.750,548.250,1080.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_26_m02 at IoU 0.705707,,2026-09-11T19:55:20Z
1080p30_26#1080p30_26_d01,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d01,,,1510.500,999.000,1561.500,1080.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_26_m07 at IoU 0.680784,,2026-09-11T19:55:20Z
1080p30_26#1080p30_26_d06,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d06,,,1602.000,976.500,1662.000,1080.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_26_m08 at IoU 0.66866,,2026-09-11T19:55:20Z
1080p30_26#1080p30_26_d00,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d00,,,258.375,924.000,313.125,1059.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_26_m00 at IoU 0.62924,,2026-09-11T19:55:20Z
1080p30_26#1080p30_26_d02,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d02,,,403.500,849.750,455.250,968.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_26_m01 at IoU 0.556824,,2026-09-11T19:55:20Z
1080p30_26#1080p30_26_d05,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d05,,,1797.000,951.750,1851.000,1079.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_26_m09 at IoU 0.512229,,2026-09-11T19:55:20Z
1080p30_27#1080p30_27_d02,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d02,,,575.250,298.500,782.250,720.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_27_m03 at IoU 0.839121,,2026-09-11T19:55:20Z
1080p30_27#1080p30_27_d01,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d01,,,1704.000,349.500,1866.000,738.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_27_m05 at IoU 0.752243,,2026-09-11T19:55:20Z
1080p30_27#1080p30_27_d04,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d04,,,868.500,564.000,1167.000,913.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_27_m04 at IoU 0.571757,,2026-09-11T19:55:20Z
1080p30_28#1080p30_28_d02,1080p30_28,1080p30,,,COMPARATOR_BOX,1080p30_28_d02,,,385.500,736.500,559.500,1077.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_28_m02 at IoU 0.755351,,2026-09-11T19:55:20Z
1080p30_28#1080p30_28_d05,1080p30_28,1080p30,,,COMPARATOR_BOX,1080p30_28_d05,,,986.250,404.250,1085.250,675.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_28_m07 at IoU 0.524732,,2026-09-11T19:55:20Z
1080p30_29#1080p30_29_d02,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d02,,,241.125,120.375,360.375,427.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_29_m00 at IoU 0.700157,,2026-09-11T19:55:20Z
1080p30_29#1080p30_29_d01,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d01,,,395.625,362.250,574.875,771.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_29_m01 at IoU 0.687424,,2026-09-11T19:55:20Z
1080p30_29#1080p30_29_d06,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d06,,,646.500,298.500,776.250,558.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_29_m02 at IoU 0.664258,,2026-09-11T19:55:20Z
1080p30_29#1080p30_29_d11,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d11,,,895.500,308.438,1027.500,557.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_29_m04 at IoU 0.641101,,2026-09-11T19:55:20Z
1080p30_29#1080p30_29_d12,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d12,,,1044.000,264.938,1224.000,552.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_29_m05 at IoU 0.61615,,2026-09-11T19:55:20Z
720p60_00#720p60_00_d06,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d06,,,817.000,189.875,861.000,300.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_00_m10 at IoU 0.797441,,2026-09-11T19:55:20Z
720p60_00#720p60_00_d05,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d05,,,835.000,339.000,901.000,464.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_00_m05 at IoU 0.690571,,2026-09-11T19:55:20Z
720p60_00#720p60_00_d01,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d01,,,1074.000,313.500,1154.000,459.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_00_m08 at IoU 0.668836,,2026-09-11T19:55:20Z
720p60_00#720p60_00_d00,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d00,,,931.000,513.000,997.000,632.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_00_m09 at IoU 0.611799,,2026-09-11T19:55:20Z
720p60_00#720p60_00_d02,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d02,,,669.000,366.500,725.000,527.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_00_m04 at IoU 0.564046,,2026-09-11T19:55:20Z
720p60_00#720p60_00_d08,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d08,,,506.000,196.750,560.000,324.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_00_m00 at IoU 0.560015,,2026-09-11T19:55:20Z
720p60_00#720p60_00_d09,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d09,,,642.000,343.500,688.000,487.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_00_m03 at IoU 0.534165,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d04,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d04,,,468.000,317.250,525.000,433.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m03 at IoU 0.778721,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d07,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d07,,,313.500,367.500,365.500,490.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m01 at IoU 0.765265,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d09,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d09,,,341.500,218.750,380.000,310.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m12 at IoU 0.683273,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d08,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d08,,,1144.000,335.500,1192.000,462.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m11 at IoU 0.675853,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d05,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d05,,,825.000,389.000,879.000,534.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m07 at IoU 0.675133,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d01,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d01,,,343.500,312.500,410.500,462.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m02 at IoU 0.575224,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d06,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d06,,,523.000,411.500,589.000,575.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m04 at IoU 0.544254,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d02,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d02,,,752.000,432.000,831.000,584.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m06 at IoU 0.526026,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d00,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d00,,,623.000,379.500,687.000,512.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m05 at IoU 0.512805,,2026-09-11T19:55:20Z
720p60_01#720p60_01_d10,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d10,,,512.000,252.500,560.000,348.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_01_m09 at IoU 0.500288,,2026-09-11T19:55:20Z
720p60_02#720p60_02_d01,720p60_02,720p60,,,COMPARATOR_BOX,720p60_02_d01,,,420.000,42.000,1005.000,717.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_02_m02 at IoU 0.906594,,2026-09-11T19:55:20Z
720p60_02#720p60_02_d04,720p60_02,720p60,,,COMPARATOR_BOX,720p60_02_d04,,,0.000,86.500,166.375,693.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_02_m00 at IoU 0.72348,,2026-09-11T19:55:20Z
720p60_02#720p60_02_d05,720p60_02,720p60,,,COMPARATOR_BOX,720p60_02_d05,,,881.000,2.250,1053.000,276.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_02_m06 at IoU 0.551468,,2026-09-11T19:55:20Z
720p60_02#720p60_02_d00,720p60_02,720p60,,,COMPARATOR_BOX,720p60_02_d00,,,29.125,1.000,517.000,712.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_02_m01 at IoU 0.502237,,2026-09-11T19:55:20Z
720p60_03#720p60_03_d03,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d03,,,41.094,220.750,107.125,421.250,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_03_m00 at IoU 0.783581,,2026-09-11T19:55:20Z
720p60_03#720p60_03_d01,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d01,,,323.000,292.000,409.000,512.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_03_m02 at IoU 0.72932,,2026-09-11T19:55:20Z
720p60_03#720p60_03_d04,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d04,,,865.000,345.500,955.000,585.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_03_m07 at IoU 0.71463,,2026-09-11T19:55:20Z
720p60_03#720p60_03_d02,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d02,,,700.000,179.000,778.000,391.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_03_m04 at IoU 0.71457,,2026-09-11T19:55:20Z
720p60_03#720p60_03_d06,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d06,,,770.000,376.000,852.000,591.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_03_m06 at IoU 0.642091,,2026-09-11T19:55:20Z
720p60_03#720p60_03_d00,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d00,,,79.875,392.500,174.250,637.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_03_m01 at IoU 0.628798,,2026-09-11T19:55:20Z
720p60_03#720p60_03_d05,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d05,,,689.000,376.000,779.000,596.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_03_m05 at IoU 0.580952,,2026-09-11T19:55:20Z
720p60_03#720p60_03_d07,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d07,,,574.000,191.500,660.000,393.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_03_m03 at IoU 0.529113,,2026-09-11T19:55:20Z
720p60_04#720p60_04_d10,720p60_04,720p60,,,COMPARATOR_BOX,720p60_04_d10,,,1180.000,213.250,1280.000,428.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_04_m05 at IoU 0.793483,,2026-09-11T19:55:20Z
720p60_04#720p60_04_d00,720p60_04,720p60,,,COMPARATOR_BOX,720p60_04_d00,,,93.688,84.000,280.750,542.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_04_m00 at IoU 0.728606,,2026-09-11T19:55:20Z
720p60_04#720p60_04_d02,720p60_04,720p60,,,COMPARATOR_BOX,720p60_04_d02,,,1116.000,400.000,1280.000,647.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_04_m09 at IoU 0.693344,,2026-09-11T19:55:20Z
720p60_04#720p60_04_d09,720p60_04,720p60,,,COMPARATOR_BOX,720p60_04_d09,,,335.500,402.500,774.500,565.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_04_m01 at IoU 0.688334,,2026-09-11T19:55:20Z
720p60_05#720p60_05_d04,720p60_05,720p60,,,COMPARATOR_BOX,720p60_05_d04,,,392.500,413.500,474.500,603.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_05_m03 at IoU 0.879794,,2026-09-11T19:55:20Z
720p60_05#720p60_05_d09,720p60_05,720p60,,,COMPARATOR_BOX,720p60_05_d09,,,63.250,317.500,129.125,449.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_05_m00 at IoU 0.787604,,2026-09-11T19:55:20Z
720p60_05#720p60_05_d08,720p60_05,720p60,,,COMPARATOR_BOX,720p60_05_d08,,,879.000,237.000,923.000,397.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_05_m08 at IoU 0.63518,,2026-09-11T19:55:20Z
720p60_05#720p60_05_d03,720p60_05,720p60,,,COMPARATOR_BOX,720p60_05_d03,,,694.000,314.000,766.000,466.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_05_m06 at IoU 0.625914,,2026-09-11T19:55:20Z
720p60_05#720p60_05_d05,720p60_05,720p60,,,COMPARATOR_BOX,720p60_05_d05,,,632.000,242.500,692.000,361.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_05_m05 at IoU 0.612746,,2026-09-11T19:55:20Z
720p60_05#720p60_05_d07,720p60_05,720p60,,,COMPARATOR_BOX,720p60_05_d07,,,691.000,435.250,771.000,599.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_05_m07 at IoU 0.60096,,2026-09-11T19:55:20Z
720p60_05#720p60_05_d01,720p60_05,720p60,,,COMPARATOR_BOX,720p60_05_d01,,,220.125,252.000,302.000,401.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_05_m02 at IoU 0.595194,,2026-09-11T19:55:20Z
720p60_05#720p60_05_d06,720p60_05,720p60,,,COMPARATOR_BOX,720p60_05_d06,,,454.000,250.500,546.000,373.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_05_m04 at IoU 0.538462,,2026-09-11T19:55:20Z
720p60_06#720p60_06_d04,720p60_06,720p60,,,COMPARATOR_BOX,720p60_06_d04,,,317.250,369.500,385.750,578.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_06_m00 at IoU 0.855187,,2026-09-11T19:55:20Z
720p60_06#720p60_06_d00,720p60_06,720p60,,,COMPARATOR_BOX,720p60_06_d00,,,860.000,330.500,938.000,542.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_06_m06 at IoU 0.790875,,2026-09-11T19:55:20Z
720p60_06#720p60_06_d05,720p60_06,720p60,,,COMPARATOR_BOX,720p60_06_d05,,,634.000,237.000,694.000,426.500,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 720p60_06_m04 at IoU 0.759894,,2026-09-11T19:55:20Z
